donor_id,donor_name,donor_type,city,state,email,phone,acquisition_date,acquisition_channel,age_group,gender,occupation,wealth_score,engagement_score,is_major_donor,is_recurring,communication_preference,opted_out
D00945,Grace Gomez,Individual,Geelong,VIC,donor945@email.com,0465536259,2020-05-17,Online,36-45,Prefer not to say,Education,55.7,43.3,0,1,Phone,0
D00946,Julian Martin,Individual,Brisbane,QLD,donor946@email.com,0419127329,2020-10-25,Recurring,36-45,Non-binary,Arts,45.9,37.2,0,1,Mail,1
D00947,Adelaide City Council,Government,Adelaide,SA,donor947@email.com,0440558998,2022-06-24,Corporate,N/A,N/A,N/A,53.9,71.5,0,0,Mail,0
D00948,Noah Wilson,Individual,Cairns,QLD,donor948@email.com,0418091497,2021-05-13,Event,18-25,Prefer not to say,Finance,61.2,4.9,0,1,Mail,0
D00949,Andrew Bailey Estate,Bequest,Canberra,ACT,donor949@email.com,0454795511,2022-03-20,Social Media,N/A,N/A,N/A,34.2,45.1,0,0,Email,0
D00950,Stella Peterson,Individual,Sydney,NSW,donor950@email.com,0467840690,2020-07-14,Recurring,18-25,Prefer not to say,Other,50.4,7.3,0,1,Any,0
D00951,Jones Group,Corporate,Newcastle,NSW,donor951@email.com,0468035365,2020-12-13,Recurring,N/A,N/A,N/A,16.6,62.4,0,1,Any,0
D00952,Nora Johnson,Individual,Melbourne,VIC,donor952@email.com,0453838097,2020-09-22,Event,18-25,Female,Technology,66.3,23.9,0,0,Phone,0
D00953,Adelaide City Council,Government,Adelaide,SA,donor953@email.com,0437668202,2021-08-13,Telephone,N/A,N/A,N/A,69.8,85.2,0,0,Email,0
D00954,Gomez Holdings,Corporate,Geelong,VIC,donor954@email.com,0498337685,2020-12-01,Email,N/A,N/A,N/A,81.6,8.3,1,0,Mail,0
D00955,Sofia Rogers,Individual,Cairns,QLD,donor955@email.com,0413412336,2021-03-26,Email,36-45,Male,Retired,84.8,92.5,1,0,Phone,0
D00956,Elizabeth White,Individual,Hobart,TAS,donor956@email.com,0426334801,2021-06-02,Peer-to-Peer,46-55,Male,Business Owner,77.5,29.2,0,0,Phone,0
D00957,Torres Enterprises,Corporate,Darwin,NT,donor957@email.com,0478036333,2021-03-01,Peer-to-Peer,N/A,N/A,N/A,71.0,100.0,0,0,Mail,0
D00958,Gabriel Ortiz,Individual,Hobart,TAS,donor958@email.com,0497510205,2020-11-13,Event,46-55,Prefer not to say,Business Owner,61.0,27.2,0,0,Email,0
D00959,Johnson Foundation,Foundation,Mount Gambier,SA,donor959@email.com,0416089390,2020-10-08,Email,N/A,N/A,N/A,44.6,1.0,0,0,Phone,0
D00960,Evelyn Wilson,Individual,Melbourne,VIC,donor960@email.com,0449337146,2022-04-01,Online,65+,Prefer not to say,Professional,58.2,89.7,0,0,Any,0
D00961,Lincoln Taylor,Individual,Canberra,ACT,donor961@email.com,0437390737,2020-04-22,Email,65+,Female,Technology,51.1,44.0,0,0,Mail,0
D00962,Emma Gutierrez,Individual,Cairns,QLD,donor962@email.com,0464714435,2020-02-05,Email,18-25,Non-binary,Professional,48.9,36.1,0,0,Any,0
D00963,Olivia Torres,Individual,Wollongong,NSW,donor963@email.com,0465710670,2020-04-25,Peer-to-Peer,26-35,Male,Finance,71.9,44.5,0,1,Any,0
D00964,Christopher Kelly,Individual,Melbourne,VIC,donor964@email.com,0422938359,2021-01-09,Recurring,36-45,Female,Technology,78.6,40.1,0,0,Phone,0
D00965,Taylor Foundation,Foundation,Newcastle,NSW,donor965@email.com,0447889634,2020-03-25,Online,N/A,N/A,N/A,48.6,10.3,0,1,Email,0
D00966,David Scott,Individual,Cairns,QLD,donor966@email.com,0427677427,2021-08-14,Recurring,65+,Prefer not to say,Other,65.7,48.5,0,0,Mail,0
D00967,Ortiz Services,Corporate,Geelong,VIC,donor967@email.com,0429187023,2022-03-24,Recurring,N/A,N/A,N/A,54.1,65.0,0,0,Phone,0
D00968,Aubrey Rivera,Individual,Fremantle,WA,donor968@email.com,0469037412,2020-08-07,Event,36-45,Female,Other,35.1,55.7,0,0,Mail,0
D00969,Emily Thompson,Individual,Fremantle,WA,donor969@email.com,0479668788,2020-04-08,Corporate,36-45,Prefer not to say,Arts,41.0,30.1,0,0,Mail,0
D00970,Logan Miller Estate,Bequest,Melbourne,VIC,donor970@email.com,0449689985,2021-04-13,Online,N/A,N/A,N/A,54.9,38.9,0,0,Mail,0
D00971,Ethan Bailey,Individual,Canberra,ACT,donor971@email.com,0439777154,2022-06-25,Social Media,56-65,Female,Finance,63.2,49.8,0,1,Phone,0
D00972,Evelyn Evans,Individual,Adelaide,SA,donor972@email.com,0432381271,2020-08-23,Event,56-65,Male,Arts,26.3,1.0,0,0,Email,0
D00973,Cook Foundation,Foundation,Gold Coast,QLD,donor973@email.com,0437138304,2021-07-07,Telephone,N/A,N/A,N/A,75.6,37.8,0,0,Any,0
D00974,Canberra City Council,Government,Canberra,ACT,donor974@email.com,0420048946,2020-05-19,Corporate,N/A,N/A,N/A,47.0,29.2,0,0,Mail,0
D00975,Isaac Wilson,Individual,Ballarat,VIC,donor975@email.com,0462511111,2022-04-06,Social Media,26-35,Prefer not to say,Retired,100.0,39.8,1,1,Any,0
D00976,Dylan Jones,Individual,Brisbane,QLD,donor976@email.com,0430380452,2020-05-06,Email,26-35,Non-binary,Retired,46.0,17.2,0,0,Phone,0
D00977,Amelia Roberts,Individual,Fremantle,WA,donor977@email.com,0482646617,2021-11-07,Corporate,36-45,Male,Other,15.6,67.6,0,1,Any,0
D00978,Williams Foundation,Foundation,Fremantle,WA,donor978@email.com,0467164749,2022-07-01,Event,N/A,N/A,N/A,49.0,85.1,0,0,Any,0
D00979,Mia Morales,Individual,Gold Coast,QLD,donor979@email.com,0468046122,2021-11-11,Email,56-65,Non-binary,Healthcare,18.9,51.3,0,0,Email,0
D00980,Morales Foundation,Foundation,Cairns,QLD,donor980@email.com,0499520336,2020-09-14,Direct Mail,N/A,N/A,N/A,38.6,32.8,0,1,Mail,0
D00981,Mitchell Group,Corporate,Sydney,NSW,donor981@email.com,0423954006,2020-08-14,Recurring,N/A,N/A,N/A,25.1,30.0,0,1,Any,0
D00982,Gabriel Williams,Individual,Mount Gambier,SA,donor982@email.com,0425767007,2021-10-20,Social Media,56-65,Male,Other,75.1,40.7,0,1,Phone,0
D00983,Morris Foundation,Foundation,Canberra,ACT,donor983@email.com,0471839874,2020-12-21,Telephone,N/A,N/A,N/A,37.0,28.5,0,0,Email,1
D00984,Johnson Group,Corporate,Canberra,ACT,donor984@email.com,0449228733,2020-01-25,Recurring,N/A,N/A,N/A,37.8,33.7,0,1,Email,0
D00985,Dylan Torres,Individual,Cairns,QLD,donor985@email.com,0445322575,2020-11-28,Social Media,26-35,Non-binary,Government,1.0,69.9,0,1,Phone,0
D00986,Cook Holdings,Corporate,Fremantle,WA,donor986@email.com,0454796947,2020-06-25,Social Media,N/A,N/A,N/A,72.1,9.2,0,0,Phone,0
D00987,Mia Cruz,Individual,Perth,WA,donor987@email.com,0475154738,2020-07-09,Corporate,46-55,Non-binary,Other,50.6,33.2,0,0,Any,0
D00988,Penelope Johnson Estate,Bequest,Wollongong,NSW,donor988@email.com,0496209085,2021-08-18,Online,N/A,N/A,N/A,41.2,77.6,0,0,Phone,0
D00989,Mia Morris,Individual,Ballarat,VIC,donor989@email.com,0461706059,2020-12-14,Online,56-65,Prefer not to say,Education,30.3,44.9,0,0,Mail,0
D00990,Jackson Nelson,Individual,Ballarat,VIC,donor990@email.com,0439390348,2020-10-07,Online,18-25,Female,Arts,64.1,52.9,0,0,Phone,0
D00991,Chloe Martin,Individual,Brisbane,QLD,donor991@email.com,0434972287,2021-07-18,Event,18-25,Prefer not to say,Government,63.1,49.8,0,1,Any,0
D00992,Morris Holdings,Corporate,Mount Gambier,SA,donor992@email.com,0441501680,2020-09-26,Social Media,N/A,N/A,N/A,32.7,60.0,0,0,Mail,0
D00993,Ella Gutierrez,Individual,Newcastle,NSW,donor993@email.com,0481854791,2022-03-14,Peer-to-Peer,56-65,Female,Business Owner,81.3,46.4,1,0,Phone,0
D00994,Oliver Baker,Individual,Gold Coast,QLD,donor994@email.com,0485156388,2020-03-07,Recurring,56-65,Prefer not to say,Government,61.7,45.6,0,0,Email,0
D00995,Taylor Foundation,Foundation,Darwin,NT,donor995@email.com,0486471037,2020-12-28,Online,N/A,N/A,N/A,79.2,65.9,0,0,Email,0
D00996,Harper Flores,Individual,Darwin,NT,donor996@email.com,0478176556,2021-11-21,Recurring,26-35,Prefer not to say,Education,45.1,67.1,0,1,Phone,0
D00997,Parker Foundation,Foundation,Fremantle,WA,donor997@email.com,0419531256,2022-02-11,Online,N/A,N/A,N/A,43.6,59.8,0,0,Any,0
D00998,Alexander Cooper,Individual,Brisbane,QLD,donor998@email.com,0487041363,2020-12-05,Telephone,26-35,Male,Government,91.0,82.1,1,1,Any,0
D00999,Wilson Holdings,Corporate,Mount Gambier,SA,donor999@email.com,0443824764,2020-11-14,Online,N/A,N/A,N/A,30.8,80.9,0,0,Phone,0
D01000,Ethan Scott,Individual,Brisbane,QLD,donor1000@email.com,0417938468,2022-06-19,Direct Mail,46-55,Male,Arts,5.5,6.2,0,1,Email,0
D01001,Nora King,Individual,Melbourne,VIC,donor1001@email.com,0481835206,2020-07-12,Email,18-25,Non-binary,Business Owner,34.6,27.8,0,0,Mail,0
D01002,Alexander Kelly,Individual,Newcastle,NSW,donor1002@email.com,0482154087,2022-04-18,Online,46-55,Female,Arts,23.7,61.8,0,1,Email,0
D01003,Charlotte Torres Estate,Bequest,Perth,WA,donor1003@email.com,0476793593,2021-08-27,Recurring,N/A,N/A,N/A,7.3,43.8,0,0,Phone,1
D01004,Nora Gutierrez Estate,Bequest,Fremantle,WA,donor1004@email.com,0443047380,2020-04-29,Corporate,N/A,N/A,N/A,46.4,42.0,0,0,Phone,1
D01005,Lily Williams,Individual,Darwin,NT,donor1005@email.com,0423258076,2021-11-06,Social Media,36-45,Male,Government,39.9,3.9,0,1,Email,0
D01006,Fremantle City Council,Government,Fremantle,WA,donor1006@email.com,0483334032,2021-12-20,Recurring,N/A,N/A,N/A,30.4,45.0,0,0,Mail,0
D01007,Allen Enterprises,Corporate,Hobart,TAS,donor1007@email.com,0475933037,2021-03-21,Event,N/A,N/A,N/A,33.4,70.3,0,0,Any,0
D01008,Samuel Rogers,Individual,Perth,WA,donor1008@email.com,0488848869,2020-07-11,Social Media,65+,Male,Arts,66.2,43.0,0,1,Phone,0
D01009,Oliver King,Individual,Geelong,VIC,donor1009@email.com,0468224195,2020-02-23,Peer-to-Peer,46-55,Female,Technology,63.6,16.0,0,1,Phone,0
D01010,Geelong City Council,Government,Geelong,VIC,donor1010@email.com,0419792992,2020-07-09,Online,N/A,N/A,N/A,74.6,25.3,0,1,Any,0
D01011,Gabriel White,Individual,Melbourne,VIC,donor1011@email.com,0454392606,2020-09-03,Online,65+,Male,Education,26.1,3.2,0,1,Any,0
D01012,Adelaide City Council,Government,Adelaide,SA,donor1012@email.com,0499728954,2020-06-08,Event,N/A,N/A,N/A,59.5,64.6,0,0,Any,0
D01013,Matthew Green,Individual,Perth,WA,donor1013@email.com,0475527308,2021-01-21,Social Media,65+,Male,Finance,42.4,100.0,0,0,Email,0
D01014,Lillian Wilson,Individual,Mount Gambier,SA,donor1014@email.com,0418925521,2020-04-28,Recurring,65+,Female,Business Owner,69.2,87.2,0,0,Mail,0
D01015,Anthony Allen Estate,Bequest,Cairns,QLD,donor1015@email.com,0426025691,2020-10-18,Recurring,N/A,N/A,N/A,59.6,34.7,0,0,Phone,1
D01016,Lincoln Williams,Individual,Darwin,NT,donor1016@email.com,0419046325,2020-02-08,Online,46-55,Prefer not to say,Business Owner,56.4,36.2,0,0,Mail,0
D01017,Sophia Collins,Individual,Newcastle,NSW,donor1017@email.com,0455814884,2020-02-14,Telephone,56-65,Female,Healthcare,5.8,24.5,0,1,Mail,1
D01018,Ava Flores,Individual,Adelaide,SA,donor1018@email.com,0498316904,2020-08-18,Corporate,46-55,Female,Education,55.3,65.0,0,1,Email,0
D01019,Diaz Foundation,Foundation,Ballarat,VIC,donor1019@email.com,0452621317,2021-07-24,Recurring,N/A,N/A,N/A,63.3,76.7,0,0,Email,0
D01020,Abigail Morales,Individual,Melbourne,VIC,donor1020@email.com,0410459152,2020-04-16,Online,36-45,Non-binary,Professional,49.1,47.5,0,0,Any,0
D01021,Cook Foundation,Foundation,Sydney,NSW,donor1021@email.com,0473945115,2021-07-31,Recurring,N/A,N/A,N/A,46.2,48.6,0,1,Any,0
D01022,Sebastian Reyes,Individual,Mount Gambier,SA,donor1022@email.com,0430553823,2021-10-13,Peer-to-Peer,46-55,Non-binary,Technology,6.9,65.7,0,0,Mail,0
D01023,Alexander Hill,Individual,Perth,WA,donor1023@email.com,0471731037,2021-03-18,Telephone,36-45,Female,Technology,53.8,36.9,0,0,Phone,1
D01024,Torres Foundation,Foundation,Newcastle,NSW,donor1024@email.com,0470708263,2021-02-19,Online,N/A,N/A,N/A,31.7,62.4,0,0,Any,0
D01025,Lily Wilson,Individual,Fremantle,WA,donor1025@email.com,0498493234,2020-07-14,Online,65+,Female,Healthcare,5.8,24.7,0,1,Mail,0
D01026,Victoria White,Individual,Canberra,ACT,donor1026@email.com,0493697650,2021-10-29,Online,46-55,Female,Government,8.6,66.0,0,0,Phone,0
D01027,Ramos Solutions,Corporate,Wollongong,NSW,donor1027@email.com,0486154186,2021-03-29,Corporate,N/A,N/A,N/A,63.4,52.5,0,1,Mail,1
D01028,Elizabeth Taylor,Individual,Newcastle,NSW,donor1028@email.com,0452441605,2022-01-26,Online,46-55,Non-binary,Government,81.6,92.3,1,0,Email,0
D01029,Olivia Howard,Individual,Ballarat,VIC,donor1029@email.com,0438589967,2020-12-31,Direct Mail,18-25,Non-binary,Business Owner,53.3,63.7,0,0,Email,0
D01030,Lillian Rivera,Individual,Fremantle,WA,donor1030@email.com,0430403362,2022-04-01,Direct Mail,36-45,Female,Education,10.2,29.6,0,0,Email,0
D01031,Christopher Stewart,Individual,Canberra,ACT,donor1031@email.com,0415285272,2020-05-30,Recurring,36-45,Female,Business Owner,57.6,43.9,0,0,Any,0
D01032,Noah Turner,Individual,Darwin,NT,donor1032@email.com,0476003853,2020-07-05,Recurring,65+,Non-binary,Government,46.2,51.6,0,1,Mail,0
D01033,Ballarat City Council,Government,Ballarat,VIC,donor1033@email.com,0430063671,2020-05-18,Online,N/A,N/A,N/A,28.6,23.6,0,0,Phone,1
D01034,Ethan Torres,Individual,Fremantle,WA,donor1034@email.com,0443918937,2021-08-27,Recurring,56-65,Prefer not to say,Professional,39.4,57.5,0,0,Mail,1
D01035,Abigail Brown,Individual,Melbourne,VIC,donor1035@email.com,0498139894,2021-03-19,Direct Mail,65+,Female,Education,41.7,67.0,0,0,Email,0
D01036,Olivia Murphy,Individual,Geelong,VIC,donor1036@email.com,0446276862,2021-04-26,Event,56-65,Male,Education,46.1,54.6,0,1,Mail,0
D01037,Riley Wilson,Individual,Canberra,ACT,donor1037@email.com,0421381032,2020-10-15,Online,36-45,Non-binary,Arts,45.4,100.0,0,1,Mail,0
D01038,Logan Ortiz,Individual,Sydney,NSW,donor1038@email.com,0421728894,2020-03-07,Online,18-25,Female,Business Owner,70.4,87.0,0,1,Email,0
D01039,Parker Foundation,Foundation,Fremantle,WA,donor1039@email.com,0471842562,2021-08-19,Online,N/A,N/A,N/A,21.6,13.9,0,0,Mail,0
D01040,Ava Morris,Individual,Sydney,NSW,donor1040@email.com,0441282897,2022-01-05,Online,26-35,Female,Business Owner,51.7,49.3,0,0,Email,0
D01041,Elizabeth Morris,Individual,Brisbane,QLD,donor1041@email.com,0469393536,2021-11-23,Direct Mail,46-55,Female,Government,16.7,22.9,0,0,Email,0
D01042,Zoe Evans,Individual,Brisbane,QLD,donor1042@email.com,0431800123,2022-05-18,Online,26-35,Male,Business Owner,23.0,100.0,0,0,Mail,0
D01043,Aiden Morgan,Individual,Perth,WA,donor1043@email.com,0431644510,2022-06-30,Online,36-45,Female,Arts,64.9,46.2,0,0,Email,0
D01044,Hannah Garcia,Individual,Geelong,VIC,donor1044@email.com,0458516995,2021-11-21,Peer-to-Peer,65+,Prefer not to say,Professional,72.6,67.5,0,1,Email,0
D01045,Aubrey Nguyen,Individual,Fremantle,WA,donor1045@email.com,0415731027,2022-02-01,Direct Mail,46-55,Non-binary,Government,59.8,80.9,0,1,Any,0
D01046,Lily Baker,Individual,Hobart,TAS,donor1046@email.com,0428714249,2022-02-07,Online,46-55,Prefer not to say,Retired,13.2,90.3,0,1,Any,1
D01047,Olivia Adams,Individual,Newcastle,NSW,donor1047@email.com,0473389452,2020-07-07,Recurring,65+,Female,Retired,50.7,54.4,0,0,Mail,0
D01048,David Cooper,Individual,Darwin,NT,donor1048@email.com,0431450764,2021-09-13,Online,56-65,Non-binary,Healthcare,46.5,23.7,0,0,Email,0
D01049,Penelope Morris,Individual,Sydney,NSW,donor1049@email.com,0411740480,2021-05-21,Online,46-55,Non-binary,Retired,56.9,25.5,0,1,Phone,0
D01050,Adams Solutions,Corporate,Perth,WA,donor1050@email.com,0460110818,2020-05-12,Online,N/A,N/A,N/A,32.0,45.8,0,1,Phone,0
D01051,Lillian Nguyen,Individual,Darwin,NT,donor1051@email.com,0451948011,2021-12-05,Email,46-55,Female,Healthcare,54.2,100.0,0,0,Any,0
D01052,Owen Stewart,Individual,Fremantle,WA,donor1052@email.com,0489568937,2021-08-09,Social Media,26-35,Female,Technology,64.2,46.7,0,0,Phone,0
D01053,Darwin City Council,Government,Darwin,NT,donor1053@email.com,0493699114,2022-06-20,Direct Mail,N/A,N/A,N/A,77.5,73.5,0,0,Any,0
D01054,Nora Rogers,Individual,Cairns,QLD,donor1054@email.com,0494969193,2022-03-07,Event,26-35,Non-binary,Retired,64.0,56.8,0,0,Mail,0
D01055,Matthew Wright,Individual,Darwin,NT,donor1055@email.com,0490206794,2020-07-23,Email,46-55,Non-binary,Other,62.9,17.8,0,0,Mail,0
D01056,Andrew Allen,Individual,Brisbane,QLD,donor1056@email.com,0429335352,2022-05-23,Recurring,26-35,Prefer not to say,Finance,65.5,51.3,0,0,Email,0
D01057,Addison Rogers,Individual,Canberra,ACT,donor1057@email.com,0446715535,2021-08-31,Recurring,26-35,Prefer not to say,Finance,33.7,57.5,0,0,Phone,0
D01058,Logan Wright,Individual,Hobart,TAS,donor1058@email.com,0460335546,2021-07-19,Email,18-25,Male,Professional,39.1,52.0,0,0,Any,0
D01059,James Edwards,Individual,Mount Gambier,SA,donor1059@email.com,0427698856,2020-02-10,Telephone,36-45,Non-binary,Other,55.0,44.3,0,0,Email,0
D01060,Sebastian Garcia,Individual,Sydney,NSW,donor1060@email.com,0483163611,2020-12-17,Online,36-45,Non-binary,Technology,50.1,20.9,0,0,Any,0
D01061,Phillips Pty Ltd,Corporate,Mount Gambier,SA,donor1061@email.com,0444997902,2021-04-04,Social Media,N/A,N/A,N/A,68.3,85.7,0,0,Email,0
D01062,Jackson Rivera,Individual,Melbourne,VIC,donor1062@email.com,0452877063,2020-06-05,Telephone,18-25,Male,Healthcare,60.4,46.2,0,0,Any,0
D01063,Eleanor Phillips,Individual,Perth,WA,donor1063@email.com,0456893195,2020-08-01,Recurring,18-25,Male,Healthcare,53.0,78.8,0,1,Mail,0
D01064,Evelyn Gomez,Individual,Wollongong,NSW,donor1064@email.com,0491553176,2021-06-07,Recurring,18-25,Non-binary,Education,21.0,80.6,0,0,Phone,0
D01065,Samuel Nelson,Individual,Cairns,QLD,donor1065@email.com,0434807736,2021-11-18,Peer-to-Peer,18-25,Prefer not to say,Other,29.7,48.1,0,0,Any,0
D01066,David Cooper,Individual,Brisbane,QLD,donor1066@email.com,0440844582,2021-01-04,Social Media,65+,Female,Other,21.9,58.1,0,0,Mail,0
D01067,Sofia Cooper,Individual,Melbourne,VIC,donor1067@email.com,0462446166,2022-01-07,Corporate,26-35,Non-binary,Healthcare,36.4,64.3,0,0,Phone,1
D01068,Samuel Gutierrez,Individual,Darwin,NT,donor1068@email.com,0416714649,2022-06-24,Recurring,65+,Female,Business Owner,55.0,50.0,0,1,Mail,1
D01069,Michael Miller,Individual,Perth,WA,donor1069@email.com,0447578102,2021-03-09,Recurring,18-25,Non-binary,Healthcare,49.0,25.9,0,0,Email,0
D01070,Geelong City Council,Government,Geelong,VIC,donor1070@email.com,0437469800,2020-09-26,Direct Mail,N/A,N/A,N/A,5.3,65.5,0,0,Email,0
D01071,Mason Garcia,Individual,Darwin,NT,donor1071@email.com,0413027810,2021-08-16,Email,65+,Female,Government,44.6,31.2,0,1,Any,0
D01072,Anthony Reyes,Individual,Newcastle,NSW,donor1072@email.com,0411780943,2022-04-30,Corporate,46-55,Male,Professional,37.9,53.3,0,0,Email,0
D01073,Morales Services,Corporate,Cairns,QLD,donor1073@email.com,0435242303,2020-09-30,Online,N/A,N/A,N/A,65.7,53.0,0,0,Any,0
D01074,Cooper Foundation,Foundation,Geelong,VIC,donor1074@email.com,0441074206,2021-07-26,Social Media,N/A,N/A,N/A,72.1,41.4,0,1,Email,0
D01075,Levi Morgan,Individual,Ballarat,VIC,donor1075@email.com,0453045133,2021-01-15,Recurring,46-55,Female,Technology,46.3,19.2,0,1,Mail,0
D01076,Dylan Rogers,Individual,Mount Gambier,SA,donor1076@email.com,0490819459,2021-02-21,Recurring,36-45,Female,Government,36.4,70.4,0,0,Phone,0
D01077,Lillian Cook,Individual,Adelaide,SA,donor1077@email.com,0455855470,2022-05-30,Direct Mail,56-65,Female,Professional,61.1,48.5,0,0,Phone,0
D01078,Henry Morgan Estate,Bequest,Newcastle,NSW,donor1078@email.com,0477294573,2020-03-24,Recurring,N/A,N/A,N/A,68.4,3.8,0,0,Email,0
D01079,Abigail Murphy Estate,Bequest,Cairns,QLD,donor1079@email.com,0453686165,2021-12-27,Online,N/A,N/A,N/A,55.4,21.8,0,1,Mail,0
D01080,Anthony Harris,Individual,Mount Gambier,SA,donor1080@email.com,0430897858,2020-04-18,Recurring,56-65,Non-binary,Finance,54.4,85.5,0,1,Phone,0
D01081,Isabella Stewart,Individual,Sydney,NSW,donor1081@email.com,0435636468,2020-08-02,Direct Mail,36-45,Female,Finance,41.3,47.1,0,0,Email,0
D01082,Isabella Jones,Individual,Brisbane,QLD,donor1082@email.com,0490203261,2021-01-01,Event,36-45,Prefer not to say,Business Owner,48.5,46.9,0,0,Any,0
D01083,Aubrey Cruz,Individual,Perth,WA,donor1083@email.com,0473565178,2021-05-26,Peer-to-Peer,56-65,Male,Government,47.9,55.7,0,1,Any,0
D01084,Dylan Reyes,Individual,Sydney,NSW,donor1084@email.com,0443843856,2021-05-14,Online,46-55,Male,Finance,50.5,39.4,0,0,Email,0
D01085,Riley Martin,Individual,Sydney,NSW,donor1085@email.com,0439065567,2021-07-19,Direct Mail,56-65,Prefer not to say,Professional,56.7,1.6,0,0,Email,0
D01086,Emma Ramos,Individual,Newcastle,NSW,donor1086@email.com,0481895460,2021-04-19,Corporate,56-65,Prefer not to say,Business Owner,46.0,81.9,0,1,Email,0
D01087,Mitchell Group,Corporate,Sydney,NSW,donor1087@email.com,0490681007,2020-10-27,Email,N/A,N/A,N/A,53.5,44.3,0,0,Email,0
D01088,Joshua Martin,Individual,Ballarat,VIC,donor1088@email.com,0488325414,2020-02-14,Social Media,18-25,Prefer not to say,Retired,45.4,66.8,0,1,Phone,0
D01089,Harper Wilson,Individual,Sydney,NSW,donor1089@email.com,0480487824,2022-03-24,Corporate,65+,Male,Government,48.7,45.2,0,1,Mail,0
D01090,James Young,Individual,Sydney,NSW,donor1090@email.com,0473703158,2020-09-26,Online,46-55,Prefer not to say,Business Owner,71.3,24.3,0,0,Phone,0
D01091,Michael Garcia,Individual,Newcastle,NSW,donor1091@email.com,0418968278,2021-07-13,Corporate,56-65,Female,Healthcare,39.1,64.0,0,1,Phone,0
D01092,Avery Jackson,Individual,Sydney,NSW,donor1092@email.com,0411632815,2021-02-04,Telephone,26-35,Non-binary,Retired,57.0,50.6,0,0,Mail,0
D01093,Harper Wright,Individual,Melbourne,VIC,donor1093@email.com,0433141548,2021-05-01,Online,26-35,Prefer not to say,Healthcare,36.2,52.4,0,0,Email,0
D01094,Taylor Foundation,Foundation,Newcastle,NSW,donor1094@email.com,0419742877,2020-03-10,Email,N/A,N/A,N/A,1.0,60.6,0,0,Phone,0
D01095,Nguyen Foundation,Foundation,Canberra,ACT,donor1095@email.com,0467964749,2022-04-27,Email,N/A,N/A,N/A,49.5,58.7,0,0,Mail,0
D01096,Zoey Flores,Individual,Melbourne,VIC,donor1096@email.com,0495274489,2022-03-20,Corporate,46-55,Female,Retired,29.6,48.5,0,0,Mail,0
D01097,Emma Green,Individual,Ballarat,VIC,donor1097@email.com,0472345086,2020-02-10,Social Media,18-25,Male,Retired,36.4,68.3,0,1,Mail,0
D01098,Fremantle City Council,Government,Fremantle,WA,donor1098@email.com,0489129551,2021-04-26,Social Media,N/A,N/A,N/A,30.3,48.2,0,1,Phone,0
D01099,Scott Solutions,Corporate,Ballarat,VIC,donor1099@email.com,0446406719,2021-10-08,Recurring,N/A,N/A,N/A,76.0,63.6,0,1,Phone,0
D01100,Fremantle City Council,Government,Fremantle,WA,donor1100@email.com,0454962735,2020-12-22,Recurring,N/A,N/A,N/A,62.9,47.2,0,0,Any,0
D01101,Jackson Solutions,Corporate,Canberra,ACT,donor1101@email.com,0435496811,2020-05-22,Email,N/A,N/A,N/A,59.8,13.9,0,1,Mail,0
D01102,Addison Turner,Individual,Fremantle,WA,donor1102@email.com,0490279816,2022-06-16,Telephone,56-65,Female,Business Owner,46.1,68.2,0,1,Mail,0
D01103,Anthony Rivera,Individual,Darwin,NT,donor1103@email.com,0443894767,2020-12-15,Corporate,65+,Non-binary,Other,66.5,77.1,0,0,Any,0
D01104,Daniel Ortiz,Individual,Mount Gambier,SA,donor1104@email.com,0486162338,2021-07-17,Email,36-45,Prefer not to say,Government,36.1,39.9,0,0,Mail,0
D01105,Joshua Diaz,Individual,Canberra,ACT,donor1105@email.com,0417315154,2020-05-02,Event,18-25,Prefer not to say,Finance,56.5,59.9,0,0,Email,0
D01106,Lucas Ramos,Individual,Cairns,QLD,donor1106@email.com,0455312695,2021-11-07,Online,65+,Prefer not to say,Healthcare,47.4,48.6,0,1,Mail,0
D01107,Matthew Ramos,Individual,Gold Coast,QLD,donor1107@email.com,0433064287,2021-07-20,Online,56-65,Non-binary,Healthcare,20.7,28.6,0,1,Any,0
D01108,Mia Evans Estate,Bequest,Melbourne,VIC,donor1108@email.com,0443043458,2020-10-03,Telephone,N/A,N/A,N/A,53.8,38.0,0,1,Phone,0
D01109,Wollongong City Council,Government,Wollongong,NSW,donor1109@email.com,0451405395,2020-10-13,Email,N/A,N/A,N/A,61.5,61.5,0,0,Any,0
D01110,Ethan Green,Individual,Gold Coast,QLD,donor1110@email.com,0461024565,2022-06-28,Online,65+,Prefer not to say,Government,29.3,72.9,0,0,Mail,0
D01111,Natalie Scott,Individual,Darwin,NT,donor1111@email.com,0460057985,2021-02-01,Corporate,36-45,Male,Government,64.4,21.0,0,0,Email,0
D01112,Lily White,Individual,Mount Gambier,SA,donor1112@email.com,0460928119,2020-09-11,Event,26-35,Non-binary,Technology,40.7,1.0,0,0,Any,1
D01113,William Nelson,Individual,Gold Coast,QLD,donor1113@email.com,0469770852,2021-01-03,Recurring,65+,Male,Finance,33.0,69.8,0,1,Email,0
D01114,Luke Howard,Individual,Adelaide,SA,donor1114@email.com,0481261098,2022-05-24,Online,36-45,Prefer not to say,Retired,29.3,34.6,0,1,Email,1
D01115,Avery Garcia,Individual,Adelaide,SA,donor1115@email.com,0444245026,2021-07-20,Recurring,65+,Female,Business Owner,57.7,53.1,0,0,Mail,0
